id ,meal
90,"Bánh Bao Nhân Thịt, Nước Dừa Tươi Non"
91,"Cơm, Vịt Kho Gừng, Đậu Bắp Luộc, Canh Cải Cúc Nấu Tôm, Quả Thanh Long"
92,"Cơm, Cá Ngừ Kho Thơm, Rau Muống Xào Thịt Bò, Canh Cà Chua Trứng Gà, Chôm Chôm Thái"
93,"Cơm, Chả Giò Chay, Nấm Rơm Xào Đậu Hủ, Canh Khoai Tây Cà Rốt Nấm Hương, Bưởi"
94,"Cơm, Đậu Hủ Kho Dưa Cải, Đậu Rồng Luộc, Canh Bí Đỏ Đậu Phộng, Chôm Chôm Nhãn"
95,"Cơm, Đậu Hũ Kho Nấm Rơm, Rau Củ Xào Thập Cẩm, Canh Mướp Mồng Tơi, Măng Cụt"
96,"Cơm, Cà Ry Đậu Hũ Chay, Chuối Già"
97,"Bánh Mì Thịt Nướng, Nước Cam Tươi"
98,"Cơm, Ếch Chiên Nước Mắm, Dưa Leo, Canh Cải Cúc Nấu Thịt Heo, Cam Vàng"
99,"Cơm, Chả Cá Thát Lát Chiên, Cải Chua Xào Thịt Heo, Canh Cà Rốt Khoai Tây Thịt Bằm, Dưa Lê"
100,"Cơm, Tôm Chiên Giòn, Canh Bông Cải Nấm Rơm Thịt Heo, Bầu Xào Thịt Bằm, Nho Ngọt"
101,"Cơm, Xíu Mại Kho Cà, Canh Cà Rốt Khoai Tây Nấu Thịt Bằm, Dưa Lưới"
102,"Cơm, Trứng Gà Chiên Thịt Bằm, Măng Xào Mực Tươi, Canh Bí Đao Nấu Tôm, Mận"
103,"Cơm, Cá Nục Kho, Đậu Đũa Xào Thịt Heo, Canh Bắp Cải Nấu Thịt Heo, Đào"
104,"Cơm, Trứng Cuộn Tam Sắc, Canh Bí Đỏ Nấu Thịt Heo, Cải Thìa Sốt Dầu Hào, Đu Đủ Chín (80g/phần - 1/8 Trái Vừa)"
105,"Cơm, Cá Thu Chiên Sốt Cà, Canh Cải Bó Xôi Nấu Tôm, Dưa Hấu"
106,"Nutimilk Sữa Tươi, Cháo Thập Cẩm"
107,"Cơm, Cá Hồi Chiên, Tôm Xào Thập Cẩm, Canh Cải Cúc Nấu Tôm, Hồng Xiêm"
108,"Cơm, Xíu Mại Kho Cà, Mướp Xào Gan Gà, Canh Cải Soong Nấu Thịt Heo, Dưa Lưới"
109,"Cơm, Xíu Mại Nhồi Trứng Cút, Súp Lơ Xanh Xào Tôm, Canh Bắp Cải Nấu Thịt Heo, Bưởi"
110,"Cơm, Bò Nấu Đậu, Cà Tím Xào Thịt Bằm, Canh Bí Đao Nấu Tôm, Chôm Chôm"
111,"Bánh Canh Cua, Táo Tây"
112,"Cơm Trắng Gạo Tài Nguyên, Thịt Heo Kho Trứng Cút, Rau Củ Xào Tôm, Canh Bí Đao Nấu Tôm, Chuối Cau"
113,"Cơm Trắng Gạo Tài Nguyên, Gà Kho Nấm Hương, Canh Cải Thảo Nấu Thịt Heo, Hồng Xiêm, Nuvi Sữa Lắc Trái Cây Hương Trái Cây Nhiệt Đới"
114,"Cơm, Tôm Chiên Giòn, Bắp Cải Xào Thịt Heo, Canh Mồng Tơi Nấu Thịt Heo, Đu Đủ Chín "
115,"Cơm, Ếch Xào Lăn, Súp Lơ Xào Mực, Canh Cải Soong Nấu Thịt Bò, Lê"
116,"Cơm Trắng Gạo Tài Nguyên, Phi Lê Cá Điêu Hồng Chiên, Canh Mướp Mồng Tơi Nấu Tôm, Giá Đỗ Xào, Quả Thanh Long"
117,"Cơm Trắng Gạo Tài Nguyên, Gà Kho Sả, Canh Rau Đay Nấu Cua, Hồng Xiêm"
118,"Cơm, Mực Nhồi Thịt Hấp, Đậu Cô Ve (Đậu Que) Xào Thịt Bò, Canh Chua Cá Thát Lát, Nho Ngọt"
119,"Cơm, Ức Gà Kho Sả, Khoai Tây Xào Thịt Bò, Canh Đu Đủ Xanh Nấu Thịt Heo"
120,"Cơm, Thịt Heo Kho Củ Cải, Canh Bí Đỏ Nấu Tôm, Đậu Hà Lan Xào Tỏi, Nhãn"
121,"Cơm, Đậu Hủ Non Thịt Bằm Sốt Cà Chua, Mướp Xào Lòng Gà, Canh Đu Đủ Xanh Nấu Thịt Heo"
122,"Miến Lươn, Quả Bơ Vỏ Xanh"
123,"Cơm, Sườn Nướng Chay, Canh Súp Lơ Cà Rốt, Dưa Hấu"
124,"Hủ Tíu Bò Kho Chay, Chuối Già"
125,"Bánh Mì Sanwich Thịt Nguội, Sữa Chua Trộn Trái Cây"
126,"Cơm, Bò Bít Tết, Canh Súp Lơ Xanh Nấu Thịt Heo, Chuối Già"
127,"Bún Khô Trộn Ức Gà, Salad"
128,"Bún Gạo Xào Thập Cẩm, Sữa Tươi Tiệt Trùng Th True Milk"
129,"Cơm, Bò Nấu Đậu, Canh Cải Cúc Nấu Cá Thác Lác, Su Su Cà Rốt Xào, Dưa Lưới"
130,"Nui Sườn Heo, Sữa Đậu Nành Bổ Sung Canxi Nuti Bịch 200ml"
131,"Cơm, Chả Cá Kho Thơm, Rau Muống Xào Tỏi, Canh Bí Xanh, Xoài Sống"
132,"Cơm, Thịt Heo Sốt Chua Ngọt, Bầu Xào, Canh Bí Đỏ, Quả Thanh Long"
133,"Bún Thịt Bò Xào, Nước Cam Vắt Nguyên Chất"
134,"Cơm, Gà Nướng Mật Ong, Canh Cải Cúc Nấu Tôm, Táo Tây"
135,"Bánh Mì Ngũ Cốc Lúa Mạch Đen, Sườn Nướng Mật Ong, Salad Dưa Leo, Nutimilk Sữa Chua Có Đường Hộp 100g"
136,"Bún Chả, Chuối Tiêu"
137,"Cơm, Cá Hú/ Cá Basa Kho Cà, Salad Dưa Leo, Canh Khoai Củ Thịt Bằm, Dưa Lưới"
138,"Cơm, Tôm Rim, Bông Hẹ Xào Thịt Bò, Canh Rau Ngót Nấu Thịt Bằm, Mận"
139,"Bánh Mì Trứng Ốp La, Sữa Pha Sẵn Growplus"
140,"Cơm, Cá Thu Kho Cà, Cải Thìa Xào, Chuối Già"
141,"Cơm, Gà Chiên Nước Mắm, Dưa Leo, Canh Mướp Mồng Tơi Nấu Tôm, Bưởi"
142,"Canh ngao mồng tơi, Cuống họng lợn luộc, Cá thu rim dầu hào, Khoai môn lệ phố, Đậu phụ tẩm hành, Cà muối"
143,"Đậu xanh (đỗ) luộc, Thịt rán, Sung muối, Tôm rim mặn,Mít"
144,"Cánh gà chiên nước mắm, Canh xương hầm khoai, Rau bí xào tỏi, Tôm hấp nước dừa, Bưởi"
145,"Canh xương hầm măng khô, Thịt ba rọi rang cháy cạnh, Thịt bò xào đỗ trạch, Chả cốm chiên vàng, Xoài chín"
146,"Sườn non ram kho mặn ngọt, Rau muống xào tỏi, Thịt chưng mắm tép, Canh sương hầm củ quả, Lựu nữ hoàng"
147,"Canh ngao nấu chua, Cá bạc má kho, Su hào xào trứng, Gà chiên nước mắm, Đậu nhồi thịt sốt cà chua, Sinh tố xoài"
148,"Canh mướp thịt băm, Cá rô phi tẩm bột chiên, Móng giò luộc, Bao tử cá basa xào, Thịt bò xào ớt chuông cần tỏi"
149,"Gỏi ngó sen tôm thịt, Súp gà nấm, Chả giò hải sản, Gà quay, Rau câu dừa"
150,"Gỏi bắp bò, Tôm chiên xù, Bò sốt tiêu đen, Chè nhãn nhục"
151,"Súp cua, Tôm sú nướng muối ớt, Bò né bông điên điển, Lẩu cá thác lác, Bánh flan"
152,"Gỏi củ hủ dừa, Chả giò tôm cua, Mực né, Lẩu thập cẩm, Chè khúc bạch"
153,"Gỏi tôm mực kiểu Thái, Chân giò hầm, Trứng cuộn rau củ, Canh cà chua, Mận Hà Nội"
154,"Canh mồng tơi thịt băm, Sườn xào chua ngọt, Trứng cút chiên sả ớt, Bưởi"
155,"Thịt kho trứng cút, Canh ngao nấu chua, Mướp xào lòng gà, Chè đậu xanh nha đam"
156,"Cá chép rán giòn, Giò thủ, Canh gân bò nấu dưa chua, Thạch chanh leo"
157,"Thịt bò xào củ niễng, Canh chua cá khoai, Cá kho tộ, Táo"
158,"Đậu phụ rán, Cà pháo mắm tôm, Rau muống luộc, Canh khoai sọ hầm xương, Đu đủ"
159,"Tôm rang mặn ngọt, Canh sấu thịt băm, Thịt gà luộc, Cải ngọt xào tôm, Lê"
160,"Bao tử cá basa xào hành tây, Canh ngao nấu bầu, Nộm su hào cà rốt, Sườn rim nước dừa"
161,"Đậu phụ tẩm hành, Ngao hấp thái, Súp lơ cà rốt luộc, Dưa góp su hào cà rốt, Hồng xiêm"
162,"Canh rau ngót thịt băm, Sườn nướng BBQ, Súp lươn, Bánh mì, Nho"
163,"Gan lợn xào, Ngồng cải luộc, Đậu thịt sốt cà chua, Canh cà chua trứng"
164,"Nem rán giòn, Rau muống luộc, Đậu phụ chiên, Dưa cải củ muối"
165,"Cá bạc má chiên, Thịt bò xào ớt chuông, Trứng chiên thịt bằm, Canh cua mướp hương"
166,"Bông bí xào tỏi, Su su xào tỏi, Lòng lợn luộc, Canh bò nấu dưa chua"
167,"Vịt om sấu khoai sọ, Bí đỏ xào tràng trứng, Mướp luộc"
168,"Canh xương bí xanh, Chả lá lốt, Cá thu sốt xì dầu, Lựu"
169,"Canh ghẹ rau muống, Đậu phụ sốt mắm hành, Thịt băm rau củ"
170,"Thịt kho hột vịt, Canh bí đỏ, Bò xào đậu que, Rau câu"
171,"Bún bò huế, Sữa tươi"
172,"Bánh mì ốp la, Sữa tươi"
173,"Thịt nạc kho tiêu, Rau củ luộc, Cam"
174,"Thịt bò xào thập cẩm, Canh cải ngọt thịt băm, Thanh long"
175,"Salad rau củ, Gà chiên nước mắm, Chuối"
176,"Thịt gà luộc, Mướp xào lòng gà, Xoài"
177,"Sườn rim chua ngọt, Rau bí xào tỏi, Canh cua rau đay"
178,"Canh cải xoong tôm tươi, Thịt bò xào cần tây, Đậu hũ nhồi thịt sốt cà chua, Lê"
179,"Cá nục kho tóp mỡ, Mì trộn sốt kho quẹt, Canh sườn bò Hàn Quốc, Salad cá ngừ"
180,"Salad cá hồi sốt tôm khô, Đùi ếch chiên, Súp mộc nhĩ thịt cua, Lẩu kim chi phô mai"
181,"Cá chép chiên giòn cuốn bánh tráng, Vịt kho riềng ớt khô, Bánh crepe áp chảo, Củ năng om nấm chay"
182,"Canh mướp thịt băm, Cá rô phi tẩm bột chiên, Móng giò luộc, Bao tử cá basa xào, Thịt bò xào ớt chuông cần tỏi, Thịt viên sốt cà chua, Củ cải luộc"
183,"Canh bí xanh hầm xương, Thịt chân giò luộc, Đậu phụ chiên ròn, Thịt bò xào sả ớt, Rau cải luộc

, Cà pháo muối chua"
184,"Thịt nướng xá xíu, Nem thính tai cuộn lá sung, Canh rau cải thịt băm, Nấm xào thập cẩm, Na"
185,"Đậu phụ chiên vàng, Nem tôm rán giòn rụm, Cá trắm kho giềng, Canh bóng thập cẩm, Chuối"
186,"Cánh gà nướng sốt BBQ, Chân giò luộc, Canh rau cải, Dưa muối chua ăn kèm thịt cân giò, Cà pháo muối chua"
187,"Canh rau muống, Cá rô phi tẩm bột chiên, Thịt ba chỉ luộc, Tôm băm rim, Lạc rang muối"
188,"Canh cải cúc thịt băm, Thịt nướng sốt BBQ, Trứng cút luộc, Rau muống xào tỏi, Cá rô phi tẩm bột chiên"
189,"Gà luộc, Canh bí nấu nước dùng gà, Cá thu rim mắm tỏi, Rau cải xào"
190,"Canh sườn nấu chua, Cá quả kho tộ, Sườn nướng, Củ cải xào, Váng đậu cuộn thịt chiên giòn"
191,"Thịt bò xào đỗ, Canh xương hầm củ quả, Thịt kho tàu, bưởi"
192,"Mực chiên mắm, Bí đỏ xào tỏi, Củ cải luộc, Thịt đông"
193,"Canh rau ngót, Cá lanh kho khô, Salad dưa chuột, Đậu quả xào, Sườn nướng, Cà muối chua

"
194,"Canh cá, Súp lơ xào, Cá chim chiên giòn, Cà tím nhồi thịt nướng"
195,"Dưa chuột ngâm chua ngọt, Cá chim sốt cà chua, Nem lụi, Miến xào cua, Củ cải luộc"
196,"Canh rau cải, Chả đậu phụ, Mực chiên mắm tỏi, Nấm xào, Thịt xào hành"
197,"Canh chua cá, Dưa muối, Chả đậu phụ, Tôm rim, Rau lang xào, Chân giò hầm hạt sen, Su hào ngâm chua ngọt"
198,"Trứng cút sốt chua ngọt, Canh sườn nấu chua, Cá điêu hồng hấp xì dầu, Xu hào xào, Bí đỏ xào tỏi, Thịt viên nấm sốt cà chua, Dưa muối"
199,"Canh đậu thịt viên, Súp lơ xào cà rốt, Lạc rang muối, Cá thu sốt tỏi, Thịt viên sốt nấm"
200,"Bì nấu đông, Bò kho gừng sả, Su hào xào trứng, Bắp giò luộc, Su hào ngâm chua ngọt, Canh rau muống"
201,"Canh bí nấu mọc, Thịt nướng, Cải mèo xào thịt bò, Xu hào ngâm chua ngọt, Canh su hào thịt bằm, Bò xào cần tỏi, Đậu quả xào tỏi, Thịt xào hành"
202,"Trứng chiên thịt, Cá thu chiên, Thịt viên chiên, Rau mồng tơi luộc, Dưa chuột cắt lát"
203,"Cá thu sốt cà chua, Thịt nướng, Đậu quả xào"
204,"Canh bí xanh nấu thịt, Bò xào cần tỏi, Cá kho thịt, Dưa chuột cắt lát, Xoài tráng miệng "
205,"Cá bống trứng kho tiêu, Thịt bê xào lăn, Mực xào đậu Hà Lan"
206,"Cá hấp mồng tơi, Da heo chiên nước mắm, Cá chép kho riềng, Cơm giòn tôm kho quẹt"
207,"Salad bít tết, Blendy trà đào cam sả, Pizza khoai tây, Cá hồi lúc lắc"
208,"Gỏi gà cần tây, Salad trứng, Canh chua cá lóc đậu tương, Xúc xích dưa cải"
209,"Mì Ý bò băm, Salad bơ bacon, Bò cuộn xúc xích chiên giòn, Panna Cotta kem muối"
210,"Canh sườn đậu phộng xá bấu, Sườn kho khoai tây, Cơm sen gạo lứt chay, Chả giò rong biển chay"
211,"Canh tôm bồ ngót, Súp gà mọc nấm hương, Canh ốc mồng tơi, Củ năng om nấm chay"
212,"Nghêu kho nước tương, Viên xúc xích trứng cút chiên, Lẩu sườn khoai môn, Salad rong nho xốt mè rang"
213,"Cá hồi hạnh nhân xốt chanh dây, Cá nục kho mía, Cá basa fillet chiên trứng, Mề gà xào cay"
214,"Gà hấp tứ quý chay, Sườn chay om nấm đùi gà, Blendy trà đào cam sả, Củ năng om nấm chay"
215,"Cuốn chay đậu hũ rau rừng, Cơm sen gạo lứt chay, Salad rong nho xốt mè rang, Blendy gạo rang kem chuối"
216,"Miến Lươn, Quả Bơ Vỏ Xanh"
217,"Cơm Trắng, Mực Nhồi Thịt Hấp, Đậu Cô Ve (Đậu Que) Xào Thịt Bò, Canh Chua Cá Thát Lát"
218,"Cơm Trắng, Ức Gà Kho Sả, Khoai Tây Xào Thịt Bò, Canh Đu Đủ Xanh Nấu Thịt Heo"
219,"Miến Sườn Heo, Nutimilk Sữa Chua Có Đường Hộp 100g"
220,"Cơm, Thịt Heo Nạc Chiên Sả, Su Su Xào Tỏi, Canh Kim Chi, Bưởi"
221,"Cơm, Cá Hú/ Cá Basa Kho Tiêu, Cải Thìa Xào Tỏi, Canh Đu Đủ Xanh Nấu Thịt Heo, Dưa Hấu"
222,"Cơm, Thịt Heo Kho Trứng Cút, Bắp Cải Xào Thịt Heo, Canh Rau Dền Trắng Nấu Thịt Heo, Xoài Chín"
223,"Cơm, Cá Ngừ Kho Thơm, Cải Chua Xào Thịt Heo, Canh Rong Biển Nấu Đậu Hũ Thịt Bằm, Táo Tây"
224,"Bún Thịt Bò Xào, Nước Cam Vắt Nguyên Chất"
225,"Cơm, Gà Nướng Mật Ong, Canh Cải Cúc Nấu Tôm, Táo Tây"
226,"Bánh Mì Ngũ Cốc Lúa Mạch Đen, Sườn Nướng Mật Ong, Salad Dưa Leo, Nutimilk Sữa Chua Có Đường Hộp 100g"
227,"Nui Sườn Heo, Sữa Đậu Nành Bổ Sung Canxi Nuti Bịch 200ml"
228,"Cơm, Chả Cá Kho Thơm, Rau Muống Xào Tỏi, Canh Bí Xanh, Xoài Sống"
229,"Cơm, Thịt Heo Sốt Chua Ngọt, Bầu Xào, Canh Bí Đỏ, Quả Thanh Long"
230,"Bún Giò Heo, Nước Ép Cam 100%"
231,"Cơm, Thịt Heo Kho Trứng Cút, Súp Lơ Trắng Xào Tôm, Canh Cải Bó Xôi Thịt Heo, Chuối Già"
232,"Cơm, Cá Lóc Kho Tộ, Rau Muống Xào Tỏi, Canh Rau Đay Nấu Cua, Táo Tây"
233,"Phở Bò Nạm Gầu, Nước Ép Cam 100%"
234,"Cơm, Thịt Ba Rọi Kho Mắm Ruôc, Salad Trộn Giấm, Canh Cà Rốt Khoai Tây Thịt Bằm, Dưa Lê"
235,"Cơm, Tôm Rim Thịt Ba Rọi, Súp Lơ Cà Rốt Luộc, Canh Rau Ngót Nấu Thịt Bằm, Mận"
236,"Cơm, Thịt Heo Kho Trứng Cút, Canh Chua Nấm Kim Châm, Đậu Cove Luộc, Táo Tây, Nutimilk Sữa Chua Có Đường Hộp 100g"
237,"Cơm, Gà Rô Ti, Su Su/ Cà Rốt Xào, Canh Khổ Qua Nhồi Thịt, Nhãn"
238,"Xôi Mặn, Phô Mai Con Bò Cười Hộp 120g"
